ensembl_gene_id	mgi_symbol	gene_biotype	chromosome_name	start_position	end_position
ENSMUSG00000029863	Casp2	protein_coding	6	42241919	42259442
ENSMUSG00000031628	Casp3	protein_coding	8	47070326	47092724
ENSMUSG00000033538	Casp4	protein_coding	9	5308828	5336783
ENSMUSG00000015944	Castor2	protein_coding	5	134128550	134173182
ENSMUSG00000049676	Catsperg1	protein_coding	7	28880746	28913460
ENSMUSG00000007655	Cav1	protein_coding	6	17306334	17341451
ENSMUSG00000000058	Cav2	protein_coding	6	17281184	17289114
ENSMUSG00000062694	Cav3	protein_coding	6	112436466	112449833
ENSMUSG00000037060	Cavin3	protein_coding	7	105129290	105131507
ENSMUSG00000006362	Cbfa2t3	protein_coding	8	123351880	123425848
ENSMUSG00000031885	Cbfb	protein_coding	8	105897306	105944621
ENSMUSG00000040525	Cblc	protein_coding	7	19512806	19530734
ENSMUSG00000031641	Cbr4	protein_coding	8	61940768	61959728
ENSMUSG00000029836	Cbx3	protein_coding	6	51447340	51460684
ENSMUSG00000036686	Cc2d1a	protein_coding	8	84859457	84874565
ENSMUSG00000039765	Cc2d2a	protein_coding	5	43819688	43898314
ENSMUSG00000063605	Ccdc102a	protein_coding	8	95629497	95644726
ENSMUSG00000035228	Ccdc106	protein_coding	7	5023552	5063784
ENSMUSG00000036598	Ccdc113	protein_coding	8	96260713	96285518
ENSMUSG00000007721	Ccdc124	protein_coding	8	71320871	71326579
ENSMUSG00000050786	Ccdc126	protein_coding	6	49296208	49318516
ENSMUSG00000004994	Ccdc130	protein_coding	8	84984424	84997009
ENSMUSG00000029769	Ccdc136	protein_coding	6	29396308	29426987
ENSMUSG00000087578	Ccdc142os	lncRNA	6	83083589	83086035
ENSMUSG00000064280	Ccdc146	protein_coding	5	21497959	21629675
ENSMUSG00000045790	Ccdc149	protein_coding	5	52531993	52628863
ENSMUSG00000050050	Ccdc158	protein_coding	5	92755813	92823130
ENSMUSG00000006241	Ccdc159	protein_coding	9	21838767	21847168
ENSMUSG00000034083	Ccdc174	protein_coding	6	91855034	91876824
ENSMUSG00000056531	Ccdc18	protein_coding	5	108280741	108381494
ENSMUSG00000057176	Ccdc189	protein_coding	7	127181555	127187767
ENSMUSG00000043913	Ccdc60	protein_coding	5	116262700	116427044
ENSMUSG00000074358	Ccdc61	protein_coding	7	18624808	18644340
ENSMUSG00000061882	Ccdc62	protein_coding	5	124068742	124107958
ENSMUSG00000043036	Ccdc63	protein_coding	5	122246103	122278886
ENSMUSG00000030177	Ccdc77	protein_coding	6	120301284	120341335
ENSMUSG00000041117	Ccdc8	protein_coding	7	16726633	16731441
ENSMUSG00000039391	Ccdc81	protein_coding	7	89515356	89552837
ENSMUSG00000079084	Ccdc82	protein_coding	9	13246536	13292867
ENSMUSG00000030617	Ccdc83	protein_coding	7	89873081	89914985
ENSMUSG00000044362	Ccdc89	protein_coding	7	90075785	90077877
ENSMUSG00000041375	Ccdc9	protein_coding	7	16007967	16020720
ENSMUSG00000030613	Ccdc90b	protein_coding	7	92210357	92231502
ENSMUSG00000030301	Ccdc91	protein_coding	6	147377326	147534110
ENSMUSG00000037979	Ccdc92	protein_coding	5	124911482	124939488
ENSMUSG00000050677	Ccdc96	protein_coding	5	36641932	36645516
ENSMUSG00000002608	Ccdc97	protein_coding	7	25410531	25418513
ENSMUSG00000029193	Cckar	protein_coding	5	53855118	53865047
ENSMUSG00000031780	Ccl17	protein_coding	8	95537081	95538664
ENSMUSG00000031779	Ccl22	protein_coding	8	95472218	95478327
ENSMUSG00000004814	Ccl24	protein_coding	5	135598791	135601903
ENSMUSG00000023235	Ccl25	protein_coding	8	4375210	4410020
ENSMUSG00000070348	Ccnd1	protein_coding	7	144483668	144493662
ENSMUSG00000000184	Ccnd2	protein_coding	6	127102125	127129156
ENSMUSG00000002068	Ccne1	protein_coding	7	37797409	37806959
ENSMUSG00000029385	Ccng2	protein_coding	5	93415116	93424090
ENSMUSG00000063015	Ccni	protein_coding	5	93329792	93354354
ENSMUSG00000033904	Ccp110	protein_coding	7	118311775	118336247
ENSMUSG00000031971	Ccsap	protein_coding	8	124567570	124586948
ENSMUSG00000039578	Ccser1	protein_coding	6	61157308	62359849
ENSMUSG00000029447	Cct6a	protein_coding	5	129864062	129875212
ENSMUSG00000030007	Cct7	protein_coding	6	85428496	85445457
ENSMUSG00000029617	Ccz1	protein_coding	5	143924727	143951695
ENSMUSG00000025510	Cd151	protein_coding	7	141047305	141051386
ENSMUSG00000008845	Cd163	protein_coding	6	124281615	124307486
ENSMUSG00000052212	Cd177	protein_coding	7	24443408	24459736
ENSMUSG00000030724	Cd19	protein_coding	7	126007622	126014061
ENSMUSG00000034783	Cd207	protein_coding	6	83648197	83654839
ENSMUSG00000031494	Cd209a	protein_coding	8	3793397	3798984
ENSMUSG00000065987	Cd209b	protein_coding	8	3967655	3976844
ENSMUSG00000040165	Cd209c	protein_coding	8	3990222	4004746
ENSMUSG00000031495	Cd209d	protein_coding	8	3921824	3928555
ENSMUSG00000040197	Cd209e	protein_coding	8	3897965	3904309
ENSMUSG00000051906	Cd209f	protein_coding	8	4152787	4155835
ENSMUSG00000079168	Cd209g	protein_coding	8	4184098	4187707
ENSMUSG00000030577	Cd22	protein_coding	7	30564827	30579767
ENSMUSG00000030336	Cd27	protein_coding	6	125209585	125213973
ENSMUSG00000042502	Cd2bp2	protein_coding	7	126790832	126795222
ENSMUSG00000004609	Cd33	protein_coding	7	43173640	43193852
ENSMUSG00000030798	Cd37	protein_coding	7	44883056	44888539
ENSMUSG00000029084	Cd38	protein_coding	5	44025895	44069717
ENSMUSG00000047649	Cd3eap	protein_coding	7	19089939	19093408
ENSMUSG00000023274	Cd4	protein_coding	6	124841655	124865184
ENSMUSG00000030156	Cd69	protein_coding	6	129244288	129252399
ENSMUSG00000003379	Cd79a	protein_coding	7	24596806	24601622
ENSMUSG00000037706	Cd81	protein_coding	7	142606476	142621671
ENSMUSG00000053977	Cd8a	protein_coding	6	71350411	71356157
ENSMUSG00000053044	Cd8b1	protein_coding	6	71299772	71314478
ENSMUSG00000030342	Cd9	protein_coding	6	125437229	125471754
ENSMUSG00000038416	Cdc16	protein_coding	8	13807676	13831938
ENSMUSG00000019471	Cdc37	protein_coding	9	21044518	21061278
ENSMUSG00000063838	Cdc42ep5	protein_coding	7	4154259	4167859
ENSMUSG00000029283	Cdc7	protein_coding	5	107112188	107132298
ENSMUSG00000023505	Cdca3	protein_coding	6	124806510	124810664
ENSMUSG00000000303	Cdh1	protein_coding	8	107329983	107396878
ENSMUSG00000031673	Cdh11	protein_coding	8	103358727	103512274
ENSMUSG00000031841	Cdh13	protein_coding	8	119010472	120051660
ENSMUSG00000031962	Cdh15	protein_coding	8	123574705	123594136
ENSMUSG00000031881	Cdh16	protein_coding	8	105328543	105351028
ENSMUSG00000061048	Cdh3	protein_coding	8	107237523	107283929
ENSMUSG00000031871	Cdh5	protein_coding	8	104828257	104871143
ENSMUSG00000030682	Cdipt	protein_coding	7	126575086	126579673
ENSMUSG00000097075	Cdiptos	protein_coding	7	126570894	126575270
ENSMUSG00000033862	Cdk10	protein_coding	8	123951581	123958989
ENSMUSG00000029394	Cdk2ap1	protein_coding	5	124483480	124501145
ENSMUSG00000028969	Cdk5	protein_coding	5	24623239	24628528
ENSMUSG00000029635	Cdk8	protein_coding	5	146168040	146239684
ENSMUSG00000029403	Cdkl2	protein_coding	5	92153933	92191742
ENSMUSG00000003031	Cdkn1b	protein_coding	6	134897364	134902476
ENSMUSG00000037664	Cdkn1c	protein_coding	7	143012076	143014787
ENSMUSG00000038069	Cdkn2aip	protein_coding	8	48162379	48166967
ENSMUSG00000096472	Cdkn2d	protein_coding	9	21199706	21202703
ENSMUSG00000030878	Cdr2	protein_coding	7	120556259	120581535
ENSMUSG00000029330	Cds1	protein_coding	5	101912996	101971724
ENSMUSG00000006585	Cdt1	protein_coding	8	123294754	123300293
ENSMUSG00000031758	Cdyl2	protein_coding	8	117301139	117459730
ENSMUSG00000074272	Ceacam1	protein_coding	7	25161132	25177028
ENSMUSG00000054169	Ceacam10	protein_coding	7	24476631	24484082
ENSMUSG00000078795	Ceacam15	protein_coding	7	16405256	16409630
ENSMUSG00000014686	Ceacam16	protein_coding	7	19586022	19595224
ENSMUSG00000049848	Ceacam19	protein_coding	7	19609667	19621890
ENSMUSG00000034957	Cebpa	protein_coding	7	34818718	34821353
ENSMUSG00000056216	Cebpg	protein_coding	7	34745847	34755998
ENSMUSG00000071226	Cecr2	protein_coding	6	120643330	120748151
ENSMUSG00000052353	Cemip	protein_coding	7	83582065	83735710
ENSMUSG00000060240	Cend1	protein_coding	7	141006359	141009404
ENSMUSG00000029177	Cenpa	protein_coding	5	30824121	30832174
ENSMUSG00000029253	Cenpc1	protein_coding	5	86159883	86213442
ENSMUSG00000031756	Cenpn	protein_coding	8	117648469	117668246
ENSMUSG00000036672	Cenpt	protein_coding	8	106571305	106579910
ENSMUSG00000031629	Cenpu	protein_coding	8	47005063	47033042
ENSMUSG00000040729	Cep126	protein_coding	9	8076462	8134295
ENSMUSG00000036403	Cep135	protein_coding	5	76736545	76794313
ENSMUSG00000046111	Cep295	protein_coding	9	15228211	15269084
ENSMUSG00000029790	Cep41	protein_coding	6	30653456	30693748
ENSMUSG00000038215	Cep44	protein_coding	8	56984557	57004082
ENSMUSG00000031922	Cep57	protein_coding	9	13719088	13738403
ENSMUSG00000023072	Cep89	protein_coding	7	35096460	35138114
ENSMUSG00000030510	Cers3	protein_coding	7	66393252	66473439
ENSMUSG00000008206	Cers4	protein_coding	8	4543026	4581680
ENSMUSG00000078964	Ces1b	protein_coding	8	93783356	93806645
ENSMUSG00000057400	Ces1c	protein_coding	8	93825643	93857911
ENSMUSG00000056973	Ces1d	protein_coding	8	93892696	93924466
ENSMUSG00000061959	Ces1e	protein_coding	8	93927846	93956247
ENSMUSG00000031725	Ces1f	protein_coding	8	93982864	94006375
ENSMUSG00000057074	Ces1g	protein_coding	8	94028997	94063936
ENSMUSG00000050097	Ces2b	protein_coding	8	105558204	105566725
ENSMUSG00000061825	Ces2c	protein_coding	8	105573700	105581115
ENSMUSG00000031886	Ces2e	protein_coding	8	105652892	105661304
ENSMUSG00000031877	Ces2g	protein_coding	8	105688350	105696169
ENSMUSG00000048794	Cfap100	protein_coding	6	90380461	90405779
ENSMUSG00000011154	Cfap161	protein_coding	7	83423309	83444088
ENSMUSG00000031796	Cfap20	protein_coding	8	96146877	96161497
ENSMUSG00000057816	Cfap299	protein_coding	5	98477163	98949906
ENSMUSG00000053070	Cfap300	protein_coding	9	8021673	8042824
ENSMUSG00000049571	Cfap46	protein_coding	7	139180867	139263733
ENSMUSG00000031631	Cfap97	protein_coding	8	46604808	46648627
ENSMUSG00000090336	Cfap97d2	protein_coding	8	13755889	13793414
ENSMUSG00000109572	Cfap99	protein_coding	5	34445944	34484671
ENSMUSG00000031954	Cfdp1	protein_coding	8	112495123	112580923
ENSMUSG00000041301	Cftr	protein_coding	6	18170686	18322767
ENSMUSG00000029161	Cgref1	protein_coding	5	31090487	31102935
ENSMUSG00000047710	Champ1	protein_coding	8	13919641	13931639
ENSMUSG00000070493	Chchd2	protein_coding	5	129909997	129916311
ENSMUSG00000053768	Chchd3	protein_coding	6	32767911	33037195
ENSMUSG00000034203	Chchd4	protein_coding	6	91439154	91450528
ENSMUSG00000030086	Chchd6	protein_coding	6	89360128	89572634
ENSMUSG00000078671	Chd2	protein_coding	7	73076386	73191578
ENSMUSG00000063870	Chd4	protein_coding	6	125072944	125107554
ENSMUSG00000056608	Chd9	protein_coding	8	91554980	91781144
ENSMUSG00000029521	Chek2	protein_coding	5	110987845	111022011
ENSMUSG00000052488	Cherp	protein_coding	8	73214333	73229070
ENSMUSG00000014668	Chfr	protein_coding	5	110283708	110319838
ENSMUSG00000029229	Chic2	protein_coding	5	75158649	75205435
ENSMUSG00000025512	Chid1	protein_coding	7	141073049	141119770
ENSMUSG00000030077	Chl1	protein_coding	6	103487547	103727172
ENSMUSG00000000743	Chmp1a	protein_coding	8	123931003	123939502
ENSMUSG00000033916	Chmp2a	protein_coding	7	12765937	12768734
ENSMUSG00000053119	Chmp3	protein_coding	6	71520781	71559593
ENSMUSG00000004633	Chn2	protein_coding	6	54016539	54278795
ENSMUSG00000001774	Chordc1	protein_coding	9	18203421	18228738
ENSMUSG00000030865	Chp2	protein_coding	7	121818719	121822047
ENSMUSG00000038181	Chpf2	protein_coding	5	24791739	24799554
ENSMUSG00000030732	Chrdl2	protein_coding	7	99655379	99683935
ENSMUSG00000045613	Chrm2	protein_coding	6	36365019	36505349
ENSMUSG00000066279	Chrna10	protein_coding	7	101760473	101766035
ENSMUSG00000030525	Chrna7	protein_coding	7	62748440	62862317
ENSMUSG00000036599	Chst12	protein_coding	5	140491305	140511479
ENSMUSG00000030930	Chst15	protein_coding	7	131837509	131918957
ENSMUSG00000035930	Chst4	protein_coding	8	110755785	110766372
ENSMUSG00000031952	Chst5	protein_coding	8	112615768	112637079
ENSMUSG00000060402	Chst8	protein_coding	7	34373893	34512136
ENSMUSG00000032640	Chsy1	protein_coding	7	65759263	65823546
ENSMUSG00000046691	Chtf8	protein_coding	8	107610495	107620233
ENSMUSG00000031879	Ciao2b	protein_coding	8	105366470	105368597
ENSMUSG00000031781	Ciapin1	protein_coding	8	95546432	95564986
ENSMUSG00000030538	Cib1	protein_coding	7	79876895	79882561
ENSMUSG00000074240	Cib3	protein_coding	8	72958179	72966840
ENSMUSG00000005442	Cic	protein_coding	7	24967129	24993584
ENSMUSG00000030278	Cidec	protein_coding	6	113401595	113412721
ENSMUSG00000044006	Cilp2	protein_coding	8	70333019	70340337
ENSMUSG00000029516	Cit	protein_coding	5	115983337	116147006
ENSMUSG00000037725	Ckap2	protein_coding	8	22658176	22675835
ENSMUSG00000054400	Cklf	protein_coding	8	104977493	104991570
ENSMUSG00000030399	Ckm	protein_coding	7	19138701	19156766
ENSMUSG00000062687	Cks1brt	protein_coding	8	85878553	85900251
ENSMUSG00000061028	Clasrp	protein_coding	7	19314960	19338411
ENSMUSG00000029862	Clcn1	protein_coding	6	42263619	42292690
ENSMUSG00000004319	Clcn3	protein_coding	8	61363423	61436334
ENSMUSG00000000605	Clcn4	protein_coding	7	7285308	7303850
ENSMUSG00000001739	Cldn15	protein_coding	5	136995470	137004712
ENSMUSG00000038064	Cldn22	protein_coding	8	48277517	48278511
ENSMUSG00000055976	Cldn23	protein_coding	8	36291866	36293713
ENSMUSG00000070473	Cldn3	protein_coding	5	135015068	135016326
ENSMUSG00000047501	Cldn4	protein_coding	5	134973973	134975788
ENSMUSG00000004473	Clec11a	protein_coding	7	43952111	43956326
ENSMUSG00000053063	Clec12a	protein_coding	6	129319654	129342266
ENSMUSG00000030158	Clec12b	protein_coding	6	129352478	129362837
ENSMUSG00000033082	Clec1a	protein_coding	6	129401735	129428963
ENSMUSG00000030159	Clec1b	protein_coding	6	129374260	129386298
ENSMUSG00000030157	Clec2d	protein_coding	6	129157578	129163497
ENSMUSG00000030365	Clec2i	protein_coding	6	128864551	128875130
ENSMUSG00000079598	Clec2l	protein_coding	6	38640002	38657800
ENSMUSG00000049037	Clec4a1	protein_coding	6	122898807	122911578
ENSMUSG00000030148	Clec4a2	protein_coding	6	123083387	123120958
ENSMUSG00000043832	Clec4a3	protein_coding	6	122929474	122946834
ENSMUSG00000030147	Clec4b1	protein_coding	6	123026921	123048514
ENSMUSG00000030144	Clec4d	protein_coding	6	123239070	123252224
ENSMUSG00000030142	Clec4e	protein_coding	6	123258748	123266829
ENSMUSG00000074491	Clec4g	protein_coding	8	3757064	3770651
ENSMUSG00000023349	Clec4n	protein_coding	6	123206802	123223980
ENSMUSG00000029915	Clec5a	protein_coding	6	40551828	40562755
ENSMUSG00000046080	Clec9a	protein_coding	6	129385825	129401726
ENSMUSG00000002190	Clgn	protein_coding	8	84116496	84155181
ENSMUSG00000049550	Clip1	protein_coding	5	123715858	123822681
ENSMUSG00000063146	Clip2	protein_coding	5	134518237	134581288
ENSMUSG00000013921	Clip3	protein_coding	7	29991153	30007792
ENSMUSG00000030720	Cln3	protein_coding	7	126170379	126184989
ENSMUSG00000026317	Cln8	protein_coding	8	14931335	14951720
ENSMUSG00000039315	Clnk	protein_coding	5	38863805	39034155
ENSMUSG00000025439	Clns1a	protein_coding	7	97345841	97370003
ENSMUSG00000029238	Clock	protein_coding	5	76357715	76452639
ENSMUSG00000001829	Clpb	protein_coding	7	101312840	101444713
ENSMUSG00000002981	Clptm1	protein_coding	7	19365496	19398958
ENSMUSG00000008153	Clstn3	protein_coding	6	124407540	124441753
ENSMUSG00000030282	Cmas	protein_coding	6	142702412	142721440
ENSMUSG00000014633	Cmc2	protein_coding	8	117615424	117648194
ENSMUSG00000034390	Cmip	protein_coding	8	117983803	118186169
ENSMUSG00000042190	Cmklr1	protein_coding	5	113750415	113788487
ENSMUSG00000031875	Cmtm3	protein_coding	8	105066042	105074304
ENSMUSG00000096188	Cmtm4	protein_coding	8	105074823	105122439
ENSMUSG00000046441	Cmtr2	protein_coding	8	110942297	110951118
ENSMUSG00000030057	Cnbp	protein_coding	6	87819597	87828088
ENSMUSG00000036810	Cnep1r1	protein_coding	8	88845397	88861738
ENSMUSG00000067220	Cnga1	protein_coding	5	72761039	72801618
ENSMUSG00000031789	Cngb1	protein_coding	8	95965673	96033213
ENSMUSG00000001349	Cnn1	protein_coding	9	22010512	22020926
ENSMUSG00000036550	Cnot1	protein_coding	8	96446079	96534092
ENSMUSG00000035632	Cnot3	protein_coding	7	3648267	3664108
ENSMUSG00000038784	Cnot4	protein_coding	6	34999000	35110659
ENSMUSG00000034724	Cnot6l	protein_coding	5	96218192	96312030
ENSMUSG00000031601	Cnot7	protein_coding	8	40945581	40968888
ENSMUSG00000044681	Cnpy1	protein_coding	5	28405817	28450804
ENSMUSG00000036968	Cnpy4	protein_coding	5	138185747	138192180
ENSMUSG00000064293	Cntn4	protein_coding	6	105654621	106676271
ENSMUSG00000030092	Cntn6	protein_coding	6	104469751	104840367
ENSMUSG00000044881	Coa4	protein_coding	7	100186278	100189576
ENSMUSG00000051671	Coa6	protein_coding	8	127149254	127152172
ENSMUSG00000031979	Cog2	protein_coding	8	125247506	125278747
ENSMUSG00000031753	Cog4	protein_coding	8	111573232	111608859
ENSMUSG00000034951	Cog7	protein_coding	7	121478586	121580934
ENSMUSG00000031916	Cog8	protein_coding	8	107772921	107783321
ENSMUSG00000029661	Col1a2	protein_coding	6	4504814	4541544
ENSMUSG00000004415	Col26a1	protein_coding	5	136770613	136912063
ENSMUSG00000068794	Col28a1	protein_coding	6	7997808	8192617
ENSMUSG00000031502	Col4a1	protein_coding	8	11248423	11362826
ENSMUSG00000031503	Col4a2	protein_coding	8	11362805	11499287
ENSMUSG00000004098	Col5a3	protein_coding	9	20681346	20726363
ENSMUSG00000034807	Colgalt1	protein_coding	8	72063642	72077555
ENSMUSG00000029213	Commd8	protein_coding	5	72313918	72325532
ENSMUSG00000031849	Comp	protein_coding	8	70826208	70834716
ENSMUSG00000030754	Copb1	protein_coding	7	113814794	113853946
ENSMUSG00000055681	Cope	protein_coding	8	70755168	70765643
ENSMUSG00000030058	Copg1	protein_coding	6	87864796	87890577
ENSMUSG00000025607	Copg2	protein_coding	6	30747553	30873729
ENSMUSG00000031458	Coprs	protein_coding	8	13934794	13940281
ENSMUSG00000035297	Cops4	protein_coding	5	100666175	100695669
ENSMUSG00000019494	Cops6	protein_coding	5	138159333	138162908
ENSMUSG00000030127	Cops7a	protein_coding	6	124935376	124942501
ENSMUSG00000029319	Coq2	protein_coding	5	100802589	100823006
ENSMUSG00000041733	Coq5	protein_coding	5	115417725	115435031
ENSMUSG00000030652	Coq7	protein_coding	7	118108882	118132579
ENSMUSG00000003762	Coq8b	protein_coding	7	26932448	26957375
ENSMUSG00000031782	Coq9	protein_coding	8	95564949	95581523
ENSMUSG00000005220	Corin	protein_coding	5	72457368	72661816
ENSMUSG00000030707	Coro1a	protein_coding	7	126298945	126306959
ENSMUSG00000004530	Coro1c	protein_coding	5	113980497	114046819
ENSMUSG00000031827	Cotl1	protein_coding	8	120535961	120567283
ENSMUSG00000035505	Cox18	protein_coding	5	90362583	90371860
ENSMUSG00000045438	Cox19	protein_coding	5	139321944	139337173
ENSMUSG00000031818	Cox4i1	protein_coding	8	121394961	121400946
ENSMUSG00000041697	Cox6a1	protein_coding	5	115483701	115487040
ENSMUSG00000030785	Cox6a2	protein_coding	7	127804607	127805559
ENSMUSG00000036751	Cox6b1	protein_coding	7	30316286	30325576
ENSMUSG00000051811	Cox6b2	protein_coding	7	4754791	4756093
ENSMUSG00000074218	Cox7a1	protein_coding	7	29883569	29885503
ENSMUSG00000025488	Cox8b	protein_coding	7	140478858	140480359
ENSMUSG00000037852	Cpe	protein_coding	8	65045576	65146088
ENSMUSG00000025586	Cpeb1	protein_coding	7	80996774	81105213
ENSMUSG00000039782	Cpeb2	protein_coding	5	43390513	43447067
ENSMUSG00000062980	Cped1	protein_coding	6	21985915	22256403
ENSMUSG00000034361	Cpne2	protein_coding	8	95259618	95297159
ENSMUSG00000034796	Cpne7	protein_coding	8	123844113	123861921
ENSMUSG00000029625	Cpsf4	protein_coding	5	145104023	145118851
ENSMUSG00000007783	Cpt1c	protein_coding	7	44608796	44624275
ENSMUSG00000030862	Cpxm2	protein_coding	7	131634416	131756468
ENSMUSG00000036596	Cpz	protein_coding	5	35659562	35683042
ENSMUSG00000061414	Cracr2a	protein_coding	6	127538301	127651211
ENSMUSG00000048200	Cracr2b	protein_coding	7	141041007	141046526
ENSMUSG00000005362	Crbn	protein_coding	6	106757162	106777038
ENSMUSG00000025532	Crcp	protein_coding	5	130058131	130089630
ENSMUSG00000038648	Creb3l2	protein_coding	6	37304190	37419081
ENSMUSG00000053007	Creb5	protein_coding	6	53264255	53677361
ENSMUSG00000032652	Crebl2	protein_coding	6	134807117	134835894
ENSMUSG00000051451	Crebzf	protein_coding	7	90091937	90097202
ENSMUSG00000030284	Creld1	protein_coding	6	113460258	113470304
ENSMUSG00000003476	Crhr2	protein_coding	6	55067034	55110001
ENSMUSG00000031825	Crispld2	protein_coding	8	120719177	120779532
ENSMUSG00000007888	Crlf1	protein_coding	8	70945808	70956731
ENSMUSG00000033467	Crlf2	protein_coding	5	109702575	109706859
ENSMUSG00000029121	Crmp1	protein_coding	5	37399284	37449477
ENSMUSG00000031736	Crnde	lncRNA	8	93052661	93082748
ENSMUSG00000003575	Crtc1	protein_coding	8	70835005	70892229
ENSMUSG00000030527	Crtc3	protein_coding	7	80236375	80338625
ENSMUSG00000066975	Cryba4	protein_coding	5	112394359	112400384
ENSMUSG00000029343	Crybb1	protein_coding	5	112403681	112417451
ENSMUSG00000029352	Crybb3	protein_coding	5	113223705	113229450
ENSMUSG00000038135	Crygn	protein_coding	5	24956001	24963006
ENSMUSG00000030905	Crym	protein_coding	7	119785603	119801334
ENSMUSG00000036356	Csgalnact1	protein_coding	8	68809433	69187798
ENSMUSG00000042042	Csgalnact2	protein_coding	6	118084413	118116101
ENSMUSG00000060924	Csmd1	protein_coding	8	15942537	17585602
ENSMUSG00000046707	Csnk2a2	protein_coding	8	96172724	96216667
ENSMUSG00000030470	Csrp3	protein_coding	7	48480146	48497781
ENSMUSG00000037373	Ctbp1	protein_coding	5	33405067	33432338
ENSMUSG00000030970	Ctbp2	protein_coding	7	132589292	132726083
ENSMUSG00000005698	Ctcf	protein_coding	8	106363200	106409554
ENSMUSG00000042340	Ctf1	protein_coding	7	127311908	127317364
ENSMUSG00000005609	Ctr9	protein_coding	7	110628158	110655584
ENSMUSG00000031896	Ctrl	protein_coding	8	106658635	106660494
ENSMUSG00000030560	Ctsc	protein_coding	7	87927293	87960096
ENSMUSG00000007891	Ctsd	protein_coding	7	141929648	141941775
ENSMUSG00000031078	Cttn	protein_coding	7	143989470	144024746
ENSMUSG00000000416	Cttnbp2	protein_coding	6	18366477	18514842
ENSMUSG00000038888	Ctu1	protein_coding	7	43321440	43327722
ENSMUSG00000049482	Ctu2	protein_coding	8	123202882	123210877
ENSMUSG00000048644	Ctxn1	protein_coding	8	4307660	4309274
ENSMUSG00000029686	Cul1	protein_coding	6	47430332	47503073
ENSMUSG00000031446	Cul4a	protein_coding	8	13155621	13197940
ENSMUSG00000029705	Cux1	protein_coding	5	136276989	136596344
ENSMUSG00000042589	Cux2	protein_coding	5	121994429	122188165
ENSMUSG00000004096	Cwc15	protein_coding	9	14411913	14421873
ENSMUSG00000025898	Cwf19l2	protein_coding	9	3403592	3479236
ENSMUSG00000029154	Cwh43	protein_coding	5	73563418	73610778
ENSMUSG00000031778	Cx3cl1	protein_coding	8	95498637	95509055
ENSMUSG00000029380	Cxcl1	protein_coding	5	91039100	91040974
ENSMUSG00000034855	Cxcl10	protein_coding	5	92494497	92496748
ENSMUSG00000061353	Cxcl12	protein_coding	6	117145496	117158328
ENSMUSG00000023078	Cxcl13	protein_coding	5	96104810	96108927
ENSMUSG00000029375	Cxcl15	protein_coding	5	90942393	90950926
ENSMUSG00000060188	Cxcl17	protein_coding	7	25099478	25112311
ENSMUSG00000058427	Cxcl2	protein_coding	5	91051730	91053797
ENSMUSG00000029379	Cxcl3	protein_coding	5	90933962	90937459
ENSMUSG00000029371	Cxcl5	protein_coding	5	90907219	90909483
ENSMUSG00000029417	Cxcl9	protein_coding	5	92469206	92475938
ENSMUSG00000031924	Cyb5b	protein_coding	8	107877272	107914103
ENSMUSG00000006519	Cyba	protein_coding	8	123151515	123159669
ENSMUSG00000063694	Cycs	protein_coding	6	50539543	50543518
ENSMUSG00000030447	Cyfip1	protein_coding	7	55491493	55582350
ENSMUSG00000036712	Cyld	protein_coding	8	89423656	89478573
ENSMUSG00000063415	Cyp26b1	protein_coding	6	84548396	84570890
ENSMUSG00000005547	Cyp2a5	protein_coding	7	26534730	26542973
ENSMUSG00000030483	Cyp2b10	protein_coding	7	25597045	25626049
ENSMUSG00000025479	Cyp2e1	protein_coding	7	140343652	140354900
ENSMUSG00000052974	Cyp2f2	protein_coding	7	26819334	26833085
ENSMUSG00000030670	Cyp2r1	protein_coding	7	114148917	114162207
ENSMUSG00000040703	Cyp2s1	protein_coding	7	25501900	25516338
ENSMUSG00000029727	Cyp3a13	protein_coding	5	137891194	137919881
ENSMUSG00000003484	Cyp4f18	protein_coding	8	72742326	72763470
ENSMUSG00000079057	Cyp4v3	protein_coding	8	45757981	45786253
ENSMUSG00000046806	Cyren	protein_coding	6	34848706	34854995
ENSMUSG00000003269	Cyth2	protein_coding	7	45456061	45464005
ENSMUSG00000018001	Cyth3	protein_coding	5	143608202	143696005
ENSMUSG00000062329	Cytl1	protein_coding	5	37892863	37897164
ENSMUSG00000097287	D130017N08Rik	lncRNA	5	143744109	143754330
ENSMUSG00000079038	D130040H23Rik	protein_coding	8	69723732	69766859
ENSMUSG00000029190	D5Ertd579e	protein_coding	5	36757829	36853368
ENSMUSG00000106820	D5Ertd605e	lncRNA	5	147355411	147359854
ENSMUSG00000063455	D630045J12Rik	protein_coding	6	38100109	38230944
ENSMUSG00000090891	D6Ertd527e	protein_coding	6	87081728	87089979
ENSMUSG00000030347	D6Wsu163e	protein_coding	6	126916925	126952930
ENSMUSG00000054622	D730045B01Rik	lncRNA	5	151291185	151351675
ENSMUSG00000100029	D7Ertd128e	lncRNA	7	30584456	30585871
ENSMUSG00000043794	D830025C05Rik	lncRNA	8	26087028	26089223
ENSMUSG00000085171	D830026I12Rik	lncRNA	6	17197750	17210151
ENSMUSG00000107994	D830050J10Rik	lncRNA	6	115652929	115654741
ENSMUSG00000019362	D8Ertd738e	protein_coding	8	84972867	84976348
ENSMUSG00000074274	D930028M14Rik	lncRNA	7	24851882	24856052
