ensembl_gene_id	hgnc_symbol	gene_biotype	chromosome_name
ENSG00000104823	ECH1	protein_coding	19
ENSG00000093144	ECHDC1	protein_coding	6
ENSG00000121310	ECHDC2	protein_coding	1
ENSG00000134463	ECHDC3	protein_coding	10
ENSG00000127884	ECHS1	protein_coding	10
ENSG00000167969	ECI1	protein_coding	16
ENSG00000198721	ECI2	protein_coding	6
ENSG00000234817	ECI2-DT	lncRNA	6
ENSG00000143369	ECM1	protein_coding	1
ENSG00000106823	ECM2	protein_coding	9
ENSG00000136813	ECPAS	protein_coding	9
ENSG00000119147	ECRG4	protein_coding	2
ENSG00000130159	ECSIT	protein_coding	19
ENSG00000114346	ECT2	protein_coding	3
ENSG00000203734	ECT2L	protein_coding	6
ENSG00000158813	EDA	protein_coding	X
ENSG00000131080	EDA2R	protein_coding	X
ENSG00000135960	EDAR	protein_coding	2
ENSG00000186197	EDARADD	protein_coding	1
ENSG00000179151	EDC3	protein_coding	15
ENSG00000038358	EDC4	protein_coding	16
ENSG00000267710	EDDM13	protein_coding	19
ENSG00000181562	EDDM3A	protein_coding	14
ENSG00000181552	EDDM3B	protein_coding	14
ENSG00000134109	EDEM1	protein_coding	3
ENSG00000088298	EDEM2	protein_coding	20
ENSG00000116406	EDEM3	protein_coding	1
ENSG00000107223	EDF1	protein_coding	9
ENSG00000164176	EDIL3	protein_coding	5
ENSG00000250320	EDIL3-DT	lncRNA	5
ENSG00000078401	EDN1	protein_coding	6
ENSG00000127129	EDN2	protein_coding	1
ENSG00000124205	EDN3	protein_coding	20
ENSG00000151617	EDNRA	protein_coding	4
ENSG00000136160	EDNRB	protein_coding	13
ENSG00000225579	EDNRB-AS1	lncRNA	13
ENSG00000107938	EDRF1	protein_coding	10
ENSG00000236991	EDRF1-AS1	lncRNA	10
ENSG00000224023	EDRF1-DT	lncRNA	10
ENSG00000102189	EEA1	protein_coding	12
ENSG00000074266	EED	protein_coding	11
ENSG00000156508	EEF1A1	protein_coding	6
ENSG00000101210	EEF1A2	protein_coding	20
ENSG00000150456	EEF1AKMT1	protein_coding	13
ENSG00000203791	EEF1AKMT2	protein_coding	10
ENSG00000123427	EEF1AKMT3	protein_coding	12
ENSG00000284753	EEF1AKMT4	protein_coding	3
ENSG00000284917	EEF1AKMT4-ECE2	protein_coding	3
ENSG00000124802	EEF1E1	protein_coding	6
ENSG00000265818	EEF1E1-BLOC1S5	protein_coding	6
ENSG00000254772	EEF1G	protein_coding	11
ENSG00000167658	EEF2	protein_coding	19
ENSG00000103319	EEF2K	protein_coding	16
ENSG00000118894	EEF2KMT	protein_coding	16
ENSG00000132394	EEFSEC	protein_coding	3
ENSG00000122547	EEPD1	protein_coding	7
ENSG00000034239	EFCAB1	protein_coding	8
ENSG00000185055	EFCAB10	protein_coding	7
ENSG00000140025	EFCAB11	protein_coding	14
ENSG00000172771	EFCAB12	protein_coding	3
ENSG00000178852	EFCAB13	protein_coding	17
ENSG00000159658	EFCAB14	protein_coding	1
ENSG00000228237	EFCAB14-AS1	lncRNA	1
ENSG00000203666	EFCAB2	protein_coding	1
ENSG00000172421	EFCAB3	protein_coding	17
ENSG00000176927	EFCAB5	protein_coding	17
ENSG00000203965	EFCAB7	protein_coding	1
ENSG00000215529	EFCAB8	protein_coding	20
ENSG00000214360	EFCAB9	protein_coding	5
ENSG00000114654	EFCC1	protein_coding	3
ENSG00000115380	EFEMP1	protein_coding	2
ENSG00000172638	EFEMP2	protein_coding	11
ENSG00000163576	EFHB	protein_coding	3
ENSG00000096093	EFHC1	protein_coding	6
ENSG00000183690	EFHC2	protein_coding	X
ENSG00000115468	EFHD1	protein_coding	2
ENSG00000142634	EFHD2	protein_coding	1
ENSG00000140598	EFL1	protein_coding	15
ENSG00000169242	EFNA1	protein_coding	1
ENSG00000099617	EFNA2	protein_coding	19
ENSG00000143590	EFNA3	protein_coding	1
ENSG00000243364	EFNA4	protein_coding	1
ENSG00000184349	EFNA5	protein_coding	5
ENSG00000090776	EFNB1	protein_coding	X
ENSG00000125266	EFNB2	protein_coding	13
ENSG00000108947	EFNB3	protein_coding	17
ENSG00000132294	EFR3A	protein_coding	8
ENSG00000084710	EFR3B	protein_coding	2
ENSG00000100842	EFS	protein_coding	14
ENSG00000108883	EFTUD2	protein_coding	17
ENSG00000138798	EGF	protein_coding	4
ENSG00000198759	EGFL6	protein_coding	X
ENSG00000172889	EGFL7	protein_coding	9
ENSG00000164318	EGFLAM	protein_coding	5
ENSG00000249491	EGFLAM-AS1	lncRNA	5
ENSG00000248572	EGFLAM-AS2	lncRNA	5
ENSG00000249071	EGFLAM-AS3	lncRNA	5
ENSG00000248730	EGFLAM-AS4	lncRNA	5
ENSG00000146648	EGFR	protein_coding	7
ENSG00000224057	EGFR-AS1	lncRNA	7
ENSG00000258451	EGILA	lncRNA	14
ENSG00000135766	EGLN1	protein_coding	1
ENSG00000269858	EGLN2	protein_coding	19
ENSG00000129521	EGLN3	protein_coding	14
ENSG00000258897	EGLN3-AS1	lncRNA	14
ENSG00000235947	EGOT	lncRNA	3
ENSG00000120738	EGR1	protein_coding	5
ENSG00000122877	EGR2	protein_coding	10
ENSG00000179388	EGR3	protein_coding	8
ENSG00000135625	EGR4	protein_coding	2
ENSG00000115504	EHBP1	protein_coding	2
ENSG00000173442	EHBP1L1	protein_coding	11
ENSG00000110047	EHD1	protein_coding	11
ENSG00000024422	EHD2	protein_coding	19
ENSG00000013016	EHD3	protein_coding	2
ENSG00000103966	EHD4	protein_coding	15
ENSG00000259883	EHD4-AS1	lncRNA	15
ENSG00000135373	EHF	protein_coding	11
ENSG00000113790	EHHADH	protein_coding	3
ENSG00000223358	EHHADH-AS1	lncRNA	3
ENSG00000181090	EHMT1	protein_coding	9
ENSG00000237080	EHMT2-AS1	lncRNA	6
ENSG00000149547	EI24	protein_coding	11
ENSG00000255302	EID1	protein_coding	15
ENSG00000176396	EID2	protein_coding	19
ENSG00000176401	EID2B	protein_coding	19
ENSG00000255150	EID3	protein_coding	12
ENSG00000173812	EIF1	protein_coding	17
ENSG00000175376	EIF1AD	protein_coding	11
ENSG00000173674	EIF1AX	protein_coding	X
ENSG00000225037	EIF1AX-AS1	lncRNA	X
ENSG00000198692	EIF1AY	protein_coding	Y
ENSG00000114784	EIF1B	protein_coding	3
ENSG00000144895	EIF2A	protein_coding	3
ENSG00000086232	EIF2AK1	protein_coding	7
ENSG00000055332	EIF2AK2	protein_coding	2
ENSG00000172071	EIF2AK3	protein_coding	2
ENSG00000234028	EIF2AK3-DT	lncRNA	2
ENSG00000128829	EIF2AK4	protein_coding	15
ENSG00000111361	EIF2B1	protein_coding	12
ENSG00000119718	EIF2B2	protein_coding	14
ENSG00000070785	EIF2B3	protein_coding	1
ENSG00000115211	EIF2B4	protein_coding	2
ENSG00000145191	EIF2B5	protein_coding	3
ENSG00000143486	EIF2D	protein_coding	1
ENSG00000134001	EIF2S1	protein_coding	14
ENSG00000125977	EIF2S2	protein_coding	20
ENSG00000130741	EIF2S3	protein_coding	X
ENSG00000180574	EIF2S3B	protein_coding	12
ENSG00000107581	EIF3A	protein_coding	10
ENSG00000106263	EIF3B	protein_coding	7
ENSG00000184110	EIF3C	protein_coding	16
ENSG00000205609	EIF3CL	protein_coding	16
ENSG00000104408	EIF3E	protein_coding	8
ENSG00000175390	EIF3F	protein_coding	11
ENSG00000130811	EIF3G	protein_coding	19
ENSG00000147677	EIF3H	protein_coding	8
ENSG00000084623	EIF3I	protein_coding	1
ENSG00000104131	EIF3J	protein_coding	15
ENSG00000179523	EIF3J-DT	lncRNA	15
ENSG00000178982	EIF3K	protein_coding	19
ENSG00000149100	EIF3M	protein_coding	11
ENSG00000161960	EIF4A1	protein_coding	17
ENSG00000156976	EIF4A2	protein_coding	3
ENSG00000141543	EIF4A3	protein_coding	17
ENSG00000063046	EIF4B	protein_coding	12
ENSG00000151247	EIF4E	protein_coding	4
ENSG00000175766	EIF4E1B	protein_coding	5
ENSG00000135930	EIF4E2	protein_coding	2
ENSG00000163412	EIF4E3	protein_coding	3
ENSG00000187840	EIF4EBP1	protein_coding	8
ENSG00000148730	EIF4EBP2	protein_coding	10
ENSG00000243056	EIF4EBP3	protein_coding	5
ENSG00000114867	EIF4G1	protein_coding	3
ENSG00000110321	EIF4G2	protein_coding	11
ENSG00000075151	EIF4G3	protein_coding	1
ENSG00000106682	EIF4H	protein_coding	7
ENSG00000100664	EIF5	protein_coding	14
ENSG00000132507	EIF5A	protein_coding	17
ENSG00000163577	EIF5A2	protein_coding	3
ENSG00000253626	EIF5AL1	protein_coding	10
ENSG00000158417	EIF5B	protein_coding	2
ENSG00000242372	EIF6	protein_coding	20
ENSG00000032389	EIPR1	protein_coding	2
ENSG00000141642	ELAC1	protein_coding	18
ENSG00000006744	ELAC2	protein_coding	17
ENSG00000116299	ELAPOR1	protein_coding	1
ENSG00000164659	ELAPOR2	protein_coding	7
ENSG00000066044	ELAVL1	protein_coding	19
ENSG00000107105	ELAVL2	protein_coding	9
ENSG00000196361	ELAVL3	protein_coding	19
ENSG00000162374	ELAVL4	protein_coding	1
ENSG00000237337	ELAVL4-AS1	lncRNA	1
ENSG00000280890	ELDR	lncRNA	7
ENSG00000120690	ELF1	protein_coding	13
ENSG00000109381	ELF2	protein_coding	4
ENSG00000163435	ELF3	protein_coding	1
ENSG00000234678	ELF3-AS1	lncRNA	1
ENSG00000102034	ELF4	protein_coding	X
ENSG00000135374	ELF5	protein_coding	11
ENSG00000225968	ELFN1	protein_coding	7
ENSG00000236081	ELFN1-AS1	lncRNA	7
ENSG00000126767	ELK1	protein_coding	X
ENSG00000111145	ELK3	protein_coding	12
ENSG00000158711	ELK4	protein_coding	1
ENSG00000105656	ELL	protein_coding	19
ENSG00000118985	ELL2	protein_coding	5
ENSG00000128886	ELL3	protein_coding	15
ENSG00000155849	ELMO1	protein_coding	7
ENSG00000224101	ELMO1-AS1	lncRNA	7
ENSG00000062598	ELMO2	protein_coding	20
ENSG00000102890	ELMO3	protein_coding	16
ENSG00000110675	ELMOD1	protein_coding	11
ENSG00000179387	ELMOD2	protein_coding	4
ENSG00000115459	ELMOD3	protein_coding	2
ENSG00000049540	ELN	protein_coding	7
ENSG00000232415	ELN-AS1	lncRNA	7
ENSG00000011007	ELOA	protein_coding	1
ENSG00000236810	ELOA-AS1	lncRNA	1
ENSG00000206181	ELOA2	protein_coding	18
ENSG00000103363	ELOB	protein_coding	16
ENSG00000154582	ELOC	protein_coding	8
ENSG00000130165	ELOF1	protein_coding	19
ENSG00000066322	ELOVL1	protein_coding	1
ENSG00000197977	ELOVL2	protein_coding	6
ENSG00000230314	ELOVL2-AS1	lncRNA	6
ENSG00000119915	ELOVL3	protein_coding	10
ENSG00000118402	ELOVL4	protein_coding	6
ENSG00000012660	ELOVL5	protein_coding	6
ENSG00000170522	ELOVL6	protein_coding	4
ENSG00000164181	ELOVL7	protein_coding	5
ENSG00000070061	ELP1	protein_coding	9
ENSG00000134759	ELP2	protein_coding	18
ENSG00000134014	ELP3	protein_coding	8
ENSG00000109911	ELP4	protein_coding	11
ENSG00000163832	ELP6	protein_coding	3
ENSG00000169393	ELSPBP1	protein_coding	19
ENSG00000170571	EMB	protein_coding	5
ENSG00000127463	EMC1	protein_coding	1
ENSG00000230424	EMC1-AS1	lncRNA	1
ENSG00000161671	EMC10	protein_coding	19
ENSG00000104412	EMC2	protein_coding	8
ENSG00000125037	EMC3	protein_coding	3
ENSG00000128463	EMC4	protein_coding	15
ENSG00000127774	EMC6	protein_coding	17
ENSG00000134153	EMC7	protein_coding	15
ENSG00000131148	EMC8	protein_coding	16
ENSG00000100908	EMC9	protein_coding	14
ENSG00000164035	EMCN	protein_coding	4
ENSG00000102119	EMD	protein_coding	X
ENSG00000154920	EME1	protein_coding	17
ENSG00000197774	EME2	protein_coding	16
ENSG00000126749	EMG1	protein_coding	12
ENSG00000138080	EMILIN1	protein_coding	2
ENSG00000132205	EMILIN2	protein_coding	18
ENSG00000183798	EMILIN3	protein_coding	20
ENSG00000066629	EML1	protein_coding	14
ENSG00000125746	EML2	protein_coding	19
ENSG00000149499	EML3	protein_coding	11
ENSG00000143924	EML4	protein_coding	2
ENSG00000224875	EML4-AS1	lncRNA	2
ENSG00000165521	EML5	protein_coding	14
ENSG00000214595	EML6	protein_coding	2
ENSG00000231334	EML6-AS1	lncRNA	2
ENSG00000134531	EMP1	protein_coding	12
ENSG00000213853	EMP2	protein_coding	16
ENSG00000142227	EMP3	protein_coding	19
ENSG00000232445	EMSLR	lncRNA	7
ENSG00000158636	EMSY	protein_coding	11
ENSG00000135638	EMX1	protein_coding	2
ENSG00000170370	EMX2	protein_coding	10
ENSG00000229847	EMX2OS	lncRNA	10
ENSG00000163064	EN1	protein_coding	2
ENSG00000164778	EN2	protein_coding	7
ENSG00000154380	ENAH	protein_coding	1
ENSG00000132464	ENAM	protein_coding	4
ENSG00000171617	ENC1	protein_coding	5
ENSG00000149218	ENDOD1	protein_coding	11
ENSG00000167136	ENDOG	protein_coding	9
ENSG00000111405	ENDOU	protein_coding	12
ENSG00000173818	ENDOV	protein_coding	17
ENSG00000106991	ENG	protein_coding	9
ENSG00000167280	ENGASE	protein_coding	17
ENSG00000168913	ENHO	protein_coding	9
ENSG00000124074	ENKD1	protein_coding	16
ENSG00000151023	ENKUR	protein_coding	10
ENSG00000074800	ENO1	protein_coding	1
ENSG00000230679	ENO1-AS1	lncRNA	1
ENSG00000111674	ENO2	protein_coding	12
ENSG00000108515	ENO3	protein_coding	17
ENSG00000188316	ENO4	protein_coding	10
ENSG00000145293	ENOPH1	protein_coding	4
ENSG00000132199	ENOSF1	protein_coding	18
ENSG00000120658	ENOX1	protein_coding	13
ENSG00000233821	ENOX1-AS1	lncRNA	13
ENSG00000238189	ENOX1-AS2	lncRNA	13
ENSG00000165675	ENOX2	protein_coding	X
ENSG00000138792	ENPEP	protein_coding	4
ENSG00000197594	ENPP1	protein_coding	6
ENSG00000136960	ENPP2	protein_coding	8
ENSG00000154269	ENPP3	protein_coding	6
ENSG00000001561	ENPP4	protein_coding	6
ENSG00000112796	ENPP5	protein_coding	6
ENSG00000164303	ENPP6	protein_coding	4
ENSG00000182156	ENPP7	protein_coding	17
ENSG00000143420	ENSA	protein_coding	1
ENSG00000138185	ENTPD1	protein_coding	10
ENSG00000226688	ENTPD1-AS1	lncRNA	10
ENSG00000054179	ENTPD2	protein_coding	9
ENSG00000168032	ENTPD3	protein_coding	3
ENSG00000223797	ENTPD3-AS1	lncRNA	3
ENSG00000197217	ENTPD4	protein_coding	8
ENSG00000187097	ENTPD5	protein_coding	14
ENSG00000197586	ENTPD6	protein_coding	20
ENSG00000198018	ENTPD7	protein_coding	10
ENSG00000188833	ENTPD8	protein_coding	9
ENSG00000165689	ENTR1	protein_coding	9
ENSG00000120533	ENY2	protein_coding	8
ENSG00000163378	EOGT	protein_coding	3
ENSG00000197620	EOLA1	protein_coding	X
ENSG00000197021	EOLA2	protein_coding	X
ENSG00000163508	EOMES	protein_coding	3
ENSG00000183495	EP400	protein_coding	12
ENSG00000116016	EPAS1	protein_coding	2
ENSG00000159023	EPB41	protein_coding	1
ENSG00000088367	EPB41L1	protein_coding	20
ENSG00000079819	EPB41L2	protein_coding	6
ENSG00000082397	EPB41L3	protein_coding	18
ENSG00000129595	EPB41L4A	protein_coding	5
ENSG00000224032	EPB41L4A-AS1	lncRNA	5
ENSG00000278921	EPB41L4A-DT	lncRNA	5
ENSG00000095203	EPB41L4B	protein_coding	9
ENSG00000115109	EPB41L5	protein_coding	2
ENSG00000166947	EPB42	protein_coding	15
ENSG00000120616	EPC1	protein_coding	10
ENSG00000135999	EPC2	protein_coding	2
ENSG00000119888	EPCAM	protein_coding	2
ENSG00000234690	EPCAM-DT	lncRNA	2
ENSG00000086289	EPDR1	protein_coding	7
ENSG00000152223	EPG5	protein_coding	18
ENSG00000182585	EPGN	protein_coding	4
ENSG00000183317	EPHA10	protein_coding	1
ENSG00000142627	EPHA2	protein_coding	1
ENSG00000044524	EPHA3	protein_coding	3
ENSG00000116106	EPHA4	protein_coding	2
ENSG00000145242	EPHA5	protein_coding	4
ENSG00000250846	EPHA5-AS1	lncRNA	4
ENSG00000080224	EPHA6	protein_coding	3
ENSG00000135333	EPHA7	protein_coding	6
ENSG00000070886	EPHA8	protein_coding	1
ENSG00000154928	EPHB1	protein_coding	3
ENSG00000133216	EPHB2	protein_coding	1
ENSG00000182580	EPHB3	protein_coding	3
ENSG00000196411	EPHB4	protein_coding	7
ENSG00000106123	EPHB6	protein_coding	7
ENSG00000143819	EPHX1	protein_coding	1
ENSG00000120915	EPHX2	protein_coding	8
ENSG00000105131	EPHX3	protein_coding	19
ENSG00000172031	EPHX4	protein_coding	1
ENSG00000112425	EPM2A	protein_coding	6
ENSG00000178567	EPM2AIP1	protein_coding	3
ENSG00000063245	EPN1	protein_coding	19
ENSG00000072134	EPN2	protein_coding	17
ENSG00000235397	EPN2-AS1	lncRNA	17
ENSG00000049283	EPN3	protein_coding	17
ENSG00000130427	EPO	protein_coding	7
ENSG00000273604	EPOP	protein_coding	17
ENSG00000187266	EPOR	protein_coding	19
ENSG00000101448	EPPIN	protein_coding	20
ENSG00000249139	EPPIN-WFDC6	protein_coding	20
ENSG00000261150	EPPK1	protein_coding	8
ENSG00000136628	EPRS1	protein_coding	1
ENSG00000085832	EPS15	protein_coding	1
ENSG00000227070	EPS15-AS1	lncRNA	1
ENSG00000127527	EPS15L1	protein_coding	19
ENSG00000151491	EPS8	protein_coding	12
ENSG00000131037	EPS8L1	protein_coding	19
ENSG00000177106	EPS8L2	protein_coding	11
ENSG00000198758	EPS8L3	protein_coding	1
ENSG00000133106	EPSTI1	protein_coding	13
ENSG00000121053	EPX	protein_coding	17
ENSG00000083782	EPYC	protein_coding	12
ENSG00000120160	EQTN	protein_coding	9
ENSG00000132591	ERAL1	protein_coding	17
ENSG00000164307	ERAP1	protein_coding	5
ENSG00000164308	ERAP2	protein_coding	5
ENSG00000187682	ERAS	protein_coding	X
ENSG00000141736	ERBB2	protein_coding	17
ENSG00000065361	ERBB3	protein_coding	12
ENSG00000178568	ERBB4	protein_coding	2
ENSG00000112851	ERBIN	protein_coding	5
ENSG00000082805	ERC1	protein_coding	12
ENSG00000187672	ERC2	protein_coding	3
ENSG00000012061	ERCC1	protein_coding	19
ENSG00000104884	ERCC2	protein_coding	19
ENSG00000163161	ERCC3	protein_coding	2
ENSG00000175595	ERCC4	protein_coding	16
ENSG00000134899	ERCC5	protein_coding	13
ENSG00000225830	ERCC6	protein_coding	10
ENSG00000186871	ERCC6L	protein_coding	X
ENSG00000182150	ERCC6L2	protein_coding	9
ENSG00000049167	ERCC8	protein_coding	5
ENSG00000233847	ERCC8-AS1	lncRNA	5
ENSG00000124882	EREG	protein_coding	4
ENSG00000105722	ERF	protein_coding	19
ENSG00000178752	ERFE	protein_coding	2
ENSG00000268041	ERFL	protein_coding	19
ENSG00000157554	ERG	protein_coding	21
ENSG00000133935	ERG28	protein_coding	14
ENSG00000113719	ERGIC1	protein_coding	5
ENSG00000087502	ERGIC2	protein_coding	12
ENSG00000125991	ERGIC3	protein_coding	20
ENSG00000100632	ERH	protein_coding	14
ENSG00000104626	ERI1	protein_coding	8
ENSG00000196678	ERI2	protein_coding	16
ENSG00000117419	ERI3	protein_coding	1
ENSG00000280303	ERICD	lncRNA	8
ENSG00000104714	ERICH1	protein_coding	8
ENSG00000204334	ERICH2	protein_coding	2
ENSG00000178965	ERICH3	protein_coding	1
ENSG00000234497	ERICH3-AS1	lncRNA	1
ENSG00000204978	ERICH4	protein_coding	19
ENSG00000177459	ERICH5	protein_coding	8
ENSG00000163645	ERICH6	protein_coding	3
ENSG00000240137	ERICH6-AS1	lncRNA	3
ENSG00000165837	ERICH6B	protein_coding	13
ENSG00000068912	ERLEC1	protein_coding	2
ENSG00000107566	ERLIN1	protein_coding	10
ENSG00000147475	ERLIN2	protein_coding	8
ENSG00000230550	ERLNC1	lncRNA	1
ENSG00000164010	ERMAP	protein_coding	1
ENSG00000136541	ERMN	protein_coding	2
ENSG00000099219	ERMP1	protein_coding	9
ENSG00000178607	ERN1	protein_coding	17
ENSG00000134398	ERN2	protein_coding	16
ENSG00000197930	ERO1A	protein_coding	14
ENSG00000086619	ERO1B	protein_coding	1
ENSG00000139055	ERP27	protein_coding	12
ENSG00000089248	ERP29	protein_coding	12
ENSG00000023318	ERP44	protein_coding	9
ENSG00000116285	ERRFI1	protein_coding	1
ENSG00000213462	ERV3-1	protein_coding	7
ENSG00000267259	ERVE-1	lncRNA	17
ENSG00000244476	ERVFRD-1	protein_coding	6
ENSG00000251292	ERVH-1	lncRNA	4
ENSG00000233056	ERVH48-1	protein_coding	21
ENSG00000267696	ERVK-28	lncRNA	19
ENSG00000142396	ERVK3-1	protein_coding	19
ENSG00000226887	ERVMER34-1	protein_coding	4
ENSG00000269526	ERVV-1	protein_coding	19
ENSG00000268964	ERVV-2	protein_coding	19
ENSG00000242950	ERVW-1	protein_coding	7
ENSG00000149564	ESAM	protein_coding	11
ENSG00000141446	ESCO1	protein_coding	18
ENSG00000171320	ESCO2	protein_coding	8
ENSG00000139684	ESD	protein_coding	13
ENSG00000089048	ESF1	protein_coding	20
ENSG00000164283	ESM1	protein_coding	5
ENSG00000135476	ESPL1	protein_coding	12
ENSG00000187017	ESPN	protein_coding	1
ENSG00000144488	ESPNL	protein_coding	2
ENSG00000091831	ESR1	protein_coding	6
ENSG00000140009	ESR2	protein_coding	14
ENSG00000104413	ESRP1	protein_coding	8
ENSG00000103067	ESRP2	protein_coding	16
ENSG00000173153	ESRRA	protein_coding	11
ENSG00000119715	ESRRB	protein_coding	14
ENSG00000196482	ESRRG	protein_coding	1
ENSG00000123576	ESX1	protein_coding	X
ENSG00000139641	ESYT1	protein_coding	12
ENSG00000117868	ESYT2	protein_coding	7
ENSG00000158220	ESYT3	protein_coding	3
ENSG00000143971	ETAA1	protein_coding	2
ENSG00000238210	ETDA	protein_coding	X
ENSG00000224107	ETDB	protein_coding	X
ENSG00000283644	ETDC	protein_coding	X
ENSG00000120705	ETF1	protein_coding	5
ENSG00000140374	ETFA	protein_coding	15
ENSG00000105379	ETFB	protein_coding	19
ENSG00000139160	ETFBKMT	protein_coding	12
ENSG00000171503	ETFDH	protein_coding	4
ENSG00000205707	ETFRF1	protein_coding	12
ENSG00000105755	ETHE1	protein_coding	19
ENSG00000139163	ETNK1	protein_coding	12
ENSG00000143845	ETNK2	protein_coding	1
ENSG00000164089	ETNPPL	protein_coding	4
ENSG00000134954	ETS1	protein_coding	11
ENSG00000254588	ETS1-AS1	lncRNA	11
ENSG00000157557	ETS2	protein_coding	21
ENSG00000006468	ETV1	protein_coding	7
ENSG00000105672	ETV2	protein_coding	19
ENSG00000117036	ETV3	protein_coding	1
ENSG00000253831	ETV3L	protein_coding	1
ENSG00000175832	ETV4	protein_coding	17
ENSG00000244405	ETV5	protein_coding	3
ENSG00000234197	ETV5-AS1	lncRNA	3
ENSG00000139083	ETV6	protein_coding	12
ENSG00000010030	ETV7	protein_coding	6
ENSG00000224666	ETV7-AS1	lncRNA	6
ENSG00000115363	EVA1A	protein_coding	2
ENSG00000142694	EVA1B	protein_coding	1
ENSG00000166979	EVA1C	protein_coding	21
ENSG00000072840	EVC	protein_coding	4
ENSG00000173040	EVC2	protein_coding	4
ENSG00000126860	EVI2A	protein_coding	17
ENSG00000185862	EVI2B	protein_coding	17
ENSG00000067208	EVI5	protein_coding	1
ENSG00000142459	EVI5L	protein_coding	19
ENSG00000196405	EVL	protein_coding	14
ENSG00000167880	EVPL	protein_coding	17
ENSG00000214860	EVPLL	protein_coding	17
ENSG00000106038	EVX1	protein_coding	7
ENSG00000253405	EVX1-AS	lncRNA	7
ENSG00000174279	EVX2	protein_coding	2
ENSG00000212766	EWSAT1	lncRNA	15
ENSG00000178997	EXD1	protein_coding	15
ENSG00000081177	EXD2	protein_coding	14
ENSG00000187609	EXD3	protein_coding	9
ENSG00000174371	EXO1	protein_coding	1
ENSG00000164002	EXO5	protein_coding	1
ENSG00000090989	EXOC1	protein_coding	4
ENSG00000250821	EXOC1L	protein_coding	4
ENSG00000112685	EXOC2	protein_coding	6
ENSG00000180104	EXOC3	protein_coding	5
ENSG00000221990	EXOC3-AS1	lncRNA	5
ENSG00000179044	EXOC3L1	protein_coding	16
ENSG00000283632	EXOC3L2	protein_coding	19
ENSG00000205436	EXOC3L4	protein_coding	14
ENSG00000131558	EXOC4	protein_coding	7
ENSG00000070367	EXOC5	protein_coding	14
ENSG00000138190	EXOC6	protein_coding	10
ENSG00000144036	EXOC6B	protein_coding	2
ENSG00000182473	EXOC7	protein_coding	17
ENSG00000116903	EXOC8	protein_coding	1
ENSG00000157036	EXOG	protein_coding	3
ENSG00000171311	EXOSC1	protein_coding	10
ENSG00000171824	EXOSC10	protein_coding	1
ENSG00000230337	EXOSC10-AS1	lncRNA	1
ENSG00000130713	EXOSC2	protein_coding	9
ENSG00000107371	EXOSC3	protein_coding	9
ENSG00000178896	EXOSC4	protein_coding	8
ENSG00000077348	EXOSC5	protein_coding	19
ENSG00000223496	EXOSC6	protein_coding	16
ENSG00000075914	EXOSC7	protein_coding	3
ENSG00000120699	EXOSC8	protein_coding	13
ENSG00000123737	EXOSC9	protein_coding	4
ENSG00000110723	EXPH5	protein_coding	11
ENSG00000182197	EXT1	protein_coding	8
ENSG00000151348	EXT2	protein_coding	11
ENSG00000158008	EXTL1	protein_coding	1
ENSG00000162694	EXTL2	protein_coding	1
ENSG00000012232	EXTL3	protein_coding	8
ENSG00000246339	EXTL3-AS1	lncRNA	8
ENSG00000104313	EYA1	protein_coding	8
ENSG00000064655	EYA2	protein_coding	20
ENSG00000158161	EYA3	protein_coding	1
ENSG00000112319	EYA4	protein_coding	6
ENSG00000188107	EYS	protein_coding	6
ENSG00000108799	EZH1	protein_coding	17
ENSG00000106462	EZH2	protein_coding	7
ENSG00000187690	EZHIP	protein_coding	X
ENSG00000092820	EZR	protein_coding	6
ENSG00000233893	EZR-AS1	lncRNA	6
ENSG00000126218	F10	protein_coding	13
ENSG00000231882	F10-AS1	lncRNA	13
ENSG00000088926	F11	protein_coding	4
ENSG00000251165	F11-AS1	lncRNA	4
ENSG00000158769	F11R	protein_coding	1
ENSG00000131187	F12	protein_coding	5
ENSG00000124491	F13A1	protein_coding	6
ENSG00000143278	F13B	protein_coding	1
ENSG00000180210	F2	protein_coding	11
ENSG00000181104	F2R	protein_coding	5
ENSG00000164251	F2RL1	protein_coding	5
ENSG00000164220	F2RL2	protein_coding	5
ENSG00000127533	F2RL3	protein_coding	19
ENSG00000117525	F3	protein_coding	1
ENSG00000198734	F5	protein_coding	1
ENSG00000057593	F7	protein_coding	13
ENSG00000185010	F8	protein_coding	X
ENSG00000277203	F8A1	protein_coding	X
ENSG00000274791	F8A2	protein_coding	X
ENSG00000277150	F8A3	protein_coding	X
ENSG00000101981	F9	protein_coding	X
ENSG00000103089	FA2H	protein_coding	16
ENSG00000117480	FAAH	protein_coding	1
ENSG00000165591	FAAH2	protein_coding	X
ENSG00000185504	FAAP100	protein_coding	17
ENSG00000162585	FAAP20	protein_coding	1
ENSG00000131944	FAAP24	protein_coding	19
ENSG00000163586	FABP1	protein_coding	2
ENSG00000197416	FABP12	protein_coding	8
ENSG00000145384	FABP2	protein_coding	4
ENSG00000121769	FABP3	protein_coding	1
ENSG00000170323	FABP4	protein_coding	8
ENSG00000164687	FABP5	protein_coding	8
ENSG00000170231	FABP6	protein_coding	5
ENSG00000247699	FABP6-AS1	lncRNA	5
ENSG00000164434	FABP7	protein_coding	6
ENSG00000205186	FABP9	protein_coding	8
ENSG00000168040	FADD	protein_coding	11
